,PLAYER_NAME,SEASON,SEASON_NUM,AGE,PLAYER_HEIGHT_INCHES,PLAYER_WEIGHT,GP,MIN,USG_PCT,PACE,POSS,FGA_PG,DRIVES,DRIVE_FGA,DRIVE_PASSES,DIST_MILES,AVG_SPEED,PULL_UP_FGA,PULL_UP_FG3A,TOUCHES,FRONT_CT_TOUCHES,AVG_SEC_PER_TOUCH,AVG_DRIB_PER_TOUCH,ELBOW_TOUCHES,POST_TOUCHES,PAINT_TOUCHES,TEAM,INJURED ON,RETURNED,DAYS MISSED,INJURED_TYPE,Date,Team,Notes,Out Indefinitely,injury_type,body_part,Injured,year,month,first_name,last_name,lower body injury
5376,Luis Scola,14-15,14.5,35,81,240,81,20.5,0.221,96.1,3325,7.9,1.5,0.7,0.4,1.47,4.33,0.3,0,43.6,24.8,1.64,0.5,2.5,2.8,4.4,,,,,,,,,0,,,0,,,Luis,Scola,0
5377,Luke Babbitt,14-15,14.5,26,81,225,63,13.2,0.122,95.67,1654,3,1.2,0.6,0.3,0.99,4.53,0.4,0.1,16.3,9.1,1.8,0.53,0.3,0.1,0.4,,,,,,,,,0,,,0,,,Luke,Babbitt,0
5378,Luke Ridnour,14-15,14.5,34,74,175,47,14.5,0.145,97.17,1389,3.7,1.8,0.6,0.9,1.08,4.48,2.1,0.6,30.7,10.7,4.97,5.54,0.1,0,0.2,,,,,,,,,0,,,0,,,Luke,Ridnour,0
5379,Luol Deng,14-15,14.5,30,81,220,72,33.6,0.192,92.21,4661,10.9,3.6,1.5,1,2.37,4.25,2.3,0.3,44.4,31.7,1.99,0.99,1.4,2.5,3.2,,,,,,,,,0,,,0,,,Luol,Deng,0
5380,Malcolm Lee,14-15,14.5,25,77,200,1,2,0.167,119.01,5,1,1,1,0,0.15,2.97,0,,2,1,4.34,3.5,0,0,0,,,,,,,,,0,,,0,,,Malcolm,Lee,0
5381,Malcolm Thomas,14-15,14.5,26,81,225,17,11.4,0.126,103.52,418,2.4,0,0,0,0.83,4.36,0.1,0,24.2,11.6,1.28,0.23,1.3,1.1,2.4,,,,,,,,,0,,,0,,,Malcolm,Thomas,0
5382,Manu Ginobili,14-15,14.5,37,78,205,70,22.7,0.231,97.29,3217,8.4,7.5,2.7,3,1.57,4.17,2.1,1.1,46,33.4,3.39,2.61,0.7,0.2,0.9,,,,,,,,,0,,,0,,,Manu,Ginobili,0
5383,Marc Gasol,14-15,14.5,30,85,265,81,33.2,0.245,93.11,5224,13.2,1,0.6,0.2,2.06,3.74,1.8,0.1,67.5,45.9,1.96,0.58,12.7,10.9,7.9,,,,,,,,,0,,,0,,,Marc,Gasol,0
5384,Marcin Gortat,14-15,14.5,31,83,240,82,29.9,0.173,95.91,4904,9.5,0.2,0,0.1,2.08,4.16,0.7,0,47.9,23.6,1.47,0.33,5.6,3.6,8.3,,,,,,,,,0,,,0,,,Marcin,Gortat,0
5385,Marco Belinelli,14-15,14.5,29,77,210,62,22.4,0.186,95.65,2760,7.6,2.3,0.9,0.9,1.66,4.46,2.4,0.7,34.2,26.2,2.38,1.66,0.9,0.1,1,,,,,,,,,0,,,0,,,Marco,Belinelli,0
5386,Marcus Morris Sr.,14-15,14.5,25,81,235,81,25.2,0.188,98.36,4188,9.4,2.5,1.3,0.6,1.72,4.09,2.9,0.5,39.2,25,1.89,0.86,1,1,1.5,,,,,,,,,0,,,0,,,Marcus,Morris Sr.,0
5387,Marcus Smart,14-15,14.5,21,76,220,67,27,0.149,97.36,3635,7.1,3.2,1.1,1.2,1.89,4.22,1.9,0.9,46.1,21.6,3.84,3.49,0.7,0.1,1,,,,,,,,,0,,,0,,,Marcus,Smart,0
5388,Marcus Thornton,14-15,14.5,28,76,205,48,15,0.228,97.75,1477,7.2,2.1,1.3,0.5,1.03,4.14,2,0.7,21.1,16.1,2.44,2.02,0.5,0,0.8,,,,,,,,,0,,,0,,,Marcus,Thornton,0
5389,Mario Chalmers,14-15,14.5,29,74,190,80,29.6,0.183,93,4599,8.3,9.2,3,3.3,2.01,4.08,1.7,0.8,63.5,30.6,4.26,3.98,0.7,0.1,0.6,,,,,,,,,0,,,0,,,Mario,Chalmers,0
5390,Markel Brown,14-15,14.5,23,75,190,47,16.6,0.147,96.29,1568,4.5,1.7,0.8,0.4,1.18,4.26,1.1,0.1,17.2,12.2,2.27,1.69,0.4,0,0.9,,,,,,,,,0,,,0,,,Markel,Brown,0
5391,Markieff Morris,14-15,14.5,25,82,245,82,31.5,0.232,97.62,5249,13.4,2.6,1.4,0.6,1.95,3.73,3.1,0.1,52.5,35.8,1.75,0.64,3.4,7.5,3.2,,,,,,,,,0,,,0,,,Markieff,Morris,0
5392,Marreese Speights,14-15,14.5,27,82,255,76,15.9,0.281,102.27,2566,8.5,0.8,0.4,0.1,1.04,3.86,0.9,0,29.1,19.7,1.48,0.38,2.5,0.9,3.6,,,,,,,,,0,,,0,,,Marreese,Speights,0
5393,Martell Webster,14-15,14.5,28,79,230,32,11,0.174,98.49,725,2.8,0.8,0.3,0.1,0.78,4.24,0.8,0.1,14.2,10.3,2.12,1.2,0.4,0.1,0.6,,,,,,,,,0,,,0,,,Martell,Webster,0
5394,Marvin Williams,14-15,14.5,29,81,237,78,26.1,0.131,95.51,4062,6.3,1.6,0.7,0.5,1.8,4.16,0.5,0.1,55.2,24.9,1.24,0.32,1.5,0.5,1.1,,,,,,,,,0,,,0,,,Marvin,Williams,0
5395,Mason Plumlee,14-15,14.5,25,83,235,82,21.3,0.192,93.76,3393,6,0.7,0.2,0.2,1.54,4.36,0.1,0,30.9,16.9,1.82,0.58,3.6,2.3,6.8,,,,,,,,,0,,,0,,,Mason,Plumlee,0
5396,Matt Barnes,14-15,14.5,35,79,226,76,29.9,0.145,96.64,4563,8.2,1.7,0.9,0.4,2.19,4.42,0.4,0.2,36,23.4,1.45,0.43,0.8,0.2,1.4,,,,,,,,,0,,,0,,,Matt,Barnes,0
5397,Matt Bonner,14-15,14.5,35,82,235,72,13,0.123,95.57,1868,3.2,1.5,0.9,0.4,0.96,4.46,0.3,0,20.4,12.4,1.44,0.49,0.5,0.1,0.5,,,,,,,,,0,,,0,,,Matt,Bonner,0
5398,Matthew Dellavedova,14-15,14.5,24,76,200,67,20.6,0.125,93.43,2683,4.6,3.9,1.4,1.6,1.46,4.25,1.2,0.3,42,19.9,4.23,4.08,0.3,0.1,0.5,,,,,,,,,0,,,0,,,Matthew,Dellavedova,0
5399,Maurice Harkless,14-15,14.5,22,81,215,45,15,0.13,97.11,1364,3.5,1.8,0.6,0.6,1.09,4.38,0.4,0.3,16.7,11,1.99,1.16,0.2,0.1,1.7,,,,,,,,,0,,,0,,,Maurice,Harkless,0
5400,Meyers Leonard,14-15,14.5,23,85,245,55,15.4,0.157,96.27,1702,4.5,0.4,0.2,0.1,1.03,4.01,0.4,0,22.2,13.1,1.5,0.36,1.8,0.5,2.2,,,,,,,,,0,,,0,,,Meyers,Leonard,0
5401,Michael Beasley,14-15,14.5,26,82,235,24,21,0.236,95.42,1000,8.8,3.4,1.9,0.9,1.43,4.1,3,0.2,35.8,23.5,2.04,0.94,3.1,2.4,2.3,,,,,,,,,0,,,0,,,Michael,Beasley,0
5402,Michael Carter-Williams,14-15,14.5,23,78,190,66,32.6,0.264,96.54,4322,13.9,16.3,6.2,5.9,2.39,4.41,3.9,0.4,86.2,31.7,5.22,5.01,1,0.9,1.6,,,,,,,,,0,,,0,,,Michael,Carter-Williams,0
5403,Michael Kidd-Gilchrist,14-15,14.5,21,79,232,55,28.9,0.179,94.57,3115,8.8,3.9,2.2,0.7,2.14,4.46,1.5,,36,24.6,2.13,1.3,1.2,0.2,2.6,,,,,,,,,0,,,0,,,Michael,Kidd-Gilchrist,0
5404,Mike Conley,14-15,14.5,27,73,175,70,31.8,0.233,93.34,4329,12.6,10.3,4.6,3,2.24,4.24,4.6,1.5,80.1,30.1,5.33,5.34,0.8,0,0.6,Grizzlies,2015-01-16,2015-01-19,3,Sprained_ankle,,,,0,,,0,,,Mike,Conley,0
5405,Mike Dunleavy,14-15,14.5,34,81,230,63,29.2,0.14,93.56,3590,7.6,1.7,0.7,0.5,2.2,4.55,1.3,0.5,36.1,28.8,1.94,0.8,0.6,0.1,1.1,,,,,,,,,0,,,0,,,Mike,Dunleavy,0
5406,Mike Miller,14-15,14.5,35,80,218,52,13.5,0.089,95.19,1390,2.2,0.4,0.1,0.2,0.91,4.12,0.3,0.1,18.5,12.3,1.56,0.5,0.2,0,0.1,,,,,,,,,0,,,0,,,Mike,Miller,0
5407,Mike Muscala,14-15,14.5,23,83,230,40,12.6,0.16,95.3,1000,3.8,0.5,0.2,0.2,0.93,4.47,0.1,0,23.3,13.7,1.24,0.3,1.8,0.6,3.1,,,,,,,,,0,,,0,,,Mike,Muscala,0
5408,Mike Scott,14-15,14.5,26,80,237,68,16.5,0.213,95.55,2235,6.7,0.7,0.3,0.1,1.18,4.32,0.6,0.1,27.9,18.9,1.4,0.45,1.9,1.5,2.6,,,,,,,,,0,,,0,,,Mike,Scott,0
5409,Miles Plumlee,14-15,14.5,26,83,255,73,16.4,0.12,96.78,2401,3.5,0.2,0.1,0,1.15,4.21,0.1,,22.5,10.1,1.51,0.31,1.5,1.1,4.2,,,,,,,,,0,,,0,,,Miles,Plumlee,0
5410,Miroslav Raduljica,14-15,14.5,27,84,250,5,4.6,0.216,100.22,46,1.6,0,0,0,0.3,3.96,0,,5.2,3.2,1.73,0.27,0.4,1.2,1.4,,,,,,,,,0,,,0,,,Miroslav,Raduljica,0
5411,Mirza Teletovic,14-15,14.5,29,81,242,40,22.3,0.197,94.91,1770,8,2.6,1.2,0.7,1.57,4.21,0.8,0.4,41,19.6,1.5,0.45,0.7,0.9,1.5,,,,,,,,,0,,,0,,,Mirza,Teletovic,0
5412,Mitch McGary,14-15,14.5,23,82,255,32,15.2,0.18,101.46,1020,5.2,0.6,0.4,0.1,1.14,4.53,0,0,25.5,13.8,1.67,0.4,2.9,0.6,3.8,,,,,,,,,0,,,0,,,Mitch,McGary,0
5413,Mo Williams,14-15,14.5,32,73,198,68,29.1,0.243,95.97,3970,12.6,7,1.9,3,1.98,4.05,8,3,73.8,25.2,5.73,5.99,0.5,0,0.3,,,,,,,,,0,,,0,,,Mo,Williams,0
5414,Monta Ellis,14-15,14.5,29,75,185,80,33.7,0.273,97.69,5494,16.9,10.8,4.9,3.2,2.33,4.14,7.6,1.4,63.8,40.4,3.34,2.63,2.1,0.3,1.2,,,,,,,,,0,,,0,,,Monta,Ellis,0
5415,Nate Robinson,14-15,14.5,31,69,180,42,14.1,0.225,96.74,1188,6.1,3.3,1.5,1,1,4.27,2.7,0.9,28.7,12,5.01,5.03,0.3,0,0.3,,,,,,,,,0,,,0,,,Nate,Robinson,0
5416,Nate Wolters,14-15,14.5,24,76,190,21,11.7,0.131,94.08,479,2.7,3.1,1.4,1.1,0.86,4.4,0.8,0.1,20.1,8.4,4.53,4.49,0.4,0,0.5,,,,,,,,,0,,,0,,,Nate,Wolters,0
5417,Nazr Mohammed,14-15,14.5,37,82,250,23,5.6,0.131,96.15,256,1.3,0.1,0,0,0.36,3.88,0.1,,7.7,4.2,1.81,0.44,0.9,0.3,0.9,,,,,,,,,0,,,0,,,Nazr,Mohammed,0
5418,Nene,14-15,14.5,32,83,250,67,25.3,0.215,95.51,3373,9,1.2,0.5,0.4,1.65,3.9,0.5,0,39.8,27.1,1.94,0.57,4.7,7.2,5.2,,,,,,,,,0,,,0,,,Nene,,0
5419,Nerlens Noel,14-15,14.5,21,83,228,75,30.8,0.17,96.94,4663,8.7,1.8,0.8,0.5,2.14,4.17,0.5,,48.8,31.6,1.69,0.58,5.4,4.9,7.7,76ers,2014-11-07,2014-11-13,6,Sprained_ankle,2014-11-07,76ers,sprained left ankle (DTD),0,ankle,Leg,1,2014,11,Nerlens,Noel,0
5420,Nerlens Noel,14-15,14.5,21,83,228,75,30.8,0.17,96.94,4663,8.7,1.8,0.8,0.5,2.14,4.17,0.5,,48.8,31.6,1.69,0.58,5.4,4.9,7.7,76ers,2014-11-07,2014-11-13,6,Sprained_ankle,2014-12-01,76ers,hip flexor injury (DNP),0,hip and flexor,Others,1,2014,12,Nerlens,Noel,0
5421,Nerlens Noel,14-15,14.5,21,83,228,75,30.8,0.17,96.94,4663,8.7,1.8,0.8,0.5,2.14,4.17,0.5,,48.8,31.6,1.69,0.58,5.4,4.9,7.7,76ers,2014-11-07,2014-11-13,6,Sprained_ankle,2015-01-21,76ers,illness / upper respiratory infection (DTD),0,other,Others,1,2015,1,Nerlens,Noel,0
5422,Nerlens Noel,14-15,14.5,21,83,228,75,30.8,0.17,96.94,4663,8.7,1.8,0.8,0.5,2.14,4.17,0.5,,48.8,31.6,1.69,0.58,5.4,4.9,7.7,76ers,2014-11-07,2014-11-13,6,Sprained_ankle,2015-04-10,76ers,sprained right ankle (out for season),1,ankle,Leg,1,2015,4,Nerlens,Noel,0
5423,Nick Calathes,14-15,14.5,26,78,213,58,14.4,0.171,95.32,1653,4.3,3.9,1.4,1.6,1.07,4.45,1,0.2,33.3,13.5,4.79,4.94,0.5,0,1.2,,,,,,,,,0,,,0,,,Nick,Calathes,0
5424,Nick Collison,14-15,14.5,34,82,255,66,16.7,0.126,97.48,2236,3.8,0.7,0.3,0.3,1.21,4.38,0.1,0,32.2,17.5,1.63,0.46,2.3,0.2,2.8,,,,,,,,,0,,,0,,,Nick,Collison,0
5425,Nick Johnson,14-15,14.5,22,75,202,28,9.4,0.167,102.09,557,2.7,1.7,0.7,0.5,0.72,4.54,0.4,0.2,13.7,8.4,2.95,2.43,0.3,0,0.8,,,,,,,,,0,,,0,,,Nick,Johnson,0
5426,Nick Young,14-15,14.5,30,79,210,42,23.8,0.248,97.28,2029,11.3,2.9,1.6,0.6,1.56,3.93,6.5,2.8,28.4,20.1,3.55,2.9,0.4,0.4,0.5,,,,,,,,,0,,,0,,,Nick,Young,0
5427,Nicolas Batum,14-15,14.5,26,80,200,71,33.5,0.143,95.73,4747,8.5,3.1,1,1.3,2.45,4.4,2.4,0.8,60.8,39.1,2.35,1.4,1.1,0.2,1.1,Blazers,2014-12-19,2014-12-20,1,Knee_injury,2014-11-11,Blazers,placed on IL with right knee injury,0,knee,Leg,1,2014,11,Nicolas,Batum,0
5429,Nicolas Batum,14-15,14.5,26,80,200,71,33.5,0.143,95.73,4747,8.5,3.1,1,1.3,2.45,4.4,2.4,0.8,60.8,39.1,2.35,1.4,1.1,0.2,1.1,Blazers,2014-12-19,2014-12-20,1,Knee_injury,2014-12-23,Blazers,placed on IL with wrist injury,0,wrist,Hand,1,2014,12,Nicolas,Batum,0
5431,Nicolas Batum,14-15,14.5,26,80,200,71,33.5,0.143,95.73,4747,8.5,3.1,1,1.3,2.45,4.4,2.4,0.8,60.8,39.1,2.35,1.4,1.1,0.2,1.1,Blazers,2014-12-19,2014-12-20,1,Knee_injury,2015-03-24,Blazers,lower back injury (DTD),0,back,Back,1,2015,3,Nicolas,Batum,0
5434,Nik Stauskas,14-15,14.5,21,78,205,73,15.4,0.138,97.79,2298,4.1,2,0.8,0.6,1.11,4.33,1.2,0.4,17.5,12.1,2.24,1.53,0.2,0,0.2,,,,,,,,,0,,,0,,,Nik,Stauskas,0
5435,Nikola Mirotic,14-15,14.5,24,82,220,82,20.2,0.225,94.41,3256,7.6,2.4,0.9,0.7,1.4,4.18,1.6,0.8,34.9,20.5,1.93,0.79,0.6,1.2,2.2,,,,,,,,,0,,,0,,,Nikola,Mirotic,0
5436,Nikola Pekovic,14-15,14.5,29,83,295,31,26.3,0.224,95.23,1624,10.6,0,0,0,1.65,3.79,0.3,,29.5,21.4,1.93,0.57,2.7,10.5,9,,,,,,,,,0,,,0,,,Nikola,Pekovic,0
5437,Nikola Vucevic,14-15,14.5,24,84,260,74,34.2,0.254,95.5,5034,16.3,1.1,0.6,0.3,2.2,3.87,0.8,0,52.5,36.8,1.75,0.57,5.8,10.3,9.8,Magic,2015-03-06,2015-03-10,4,Sore_ankle,2014-12-02,Magic,back spasms (DTD),0,back,Back,1,2014,12,Nikola,Vucevic,0
5439,Nikola Vucevic,14-15,14.5,24,84,260,74,34.2,0.254,95.5,5034,16.3,1.1,0.6,0.3,2.2,3.87,0.8,0,52.5,36.8,1.75,0.57,5.8,10.3,9.8,Magic,2015-03-06,2015-03-10,4,Sore_ankle,2015-03-06,Magic,sore left ankle (DTD),0,ankle,Leg,1,2015,3,Nikola,Vucevic,0
5440,Noah Vonleh,14-15,14.5,19,82,240,25,10.3,0.167,94.6,510,3,0.6,0.4,0,0.77,4.48,0.3,0,20.6,8.5,1.62,0.52,1,1.1,2.1,,,,,,,,,0,,,0,,,Noah,Vonleh,0
5441,Norris Cole,14-15,14.5,26,74,175,75,24.4,0.179,91.29,3483,7.4,5.8,2,2.6,1.74,4.31,2.5,0.4,55.8,21.5,5.04,4.97,0.7,0,0.3,,,,,,,,,0,,,0,,,Norris,Cole,0
5442,O.J. Mayo,14-15,14.5,27,77,210,71,23.9,0.232,97.03,3424,9.9,4.3,1.7,1.4,1.65,4.15,2.6,0.7,34.7,26.1,2.22,1.58,1.3,0.4,0.8,,,,,,,,,0,,,0,,,O.J.,Mayo,0
5443,Ognjen Kuzmic,14-15,14.5,25,84,260,16,4.5,0.109,104.38,159,0.8,0,0,0,0.31,4.06,0.1,,7.6,4.4,1.67,0.27,0.7,1.1,1.1,,,,,,,,,0,,,0,,,Ognjen,Kuzmic,0
5444,Omer Asik,14-15,14.5,28,84,255,76,26.1,0.138,92.41,3807,5.4,0.3,0.1,0.1,1.67,3.86,0,,38.8,17.1,1.52,0.38,3.4,0.4,8.4,,,,,,,,,0,,,0,,,Omer,Asik,0
5445,Omri Casspi,14-15,14.5,27,81,225,67,21.1,0.182,98.06,2888,6.4,4.4,2,1.2,1.53,4.34,0.5,0.3,34.1,23.3,2.12,1.23,0.9,0.2,1.9,,,,,,,,,0,,,0,,,Omri,Casspi,0
5446,Otto Porter Jr.,14-15,14.5,22,80,198,74,19.4,0.147,94.52,2815,5.3,0.8,0.4,0.2,1.43,4.44,1,0.1,21.4,16.7,1.77,0.88,0.8,0.2,1.9,,,,,,,,,0,,,0,,,Otto,Porter Jr.,0
5447,P.J. Tucker,14-15,14.5,30,78,224,78,30.6,0.138,97.4,4841,7.6,1.9,1,0.6,2.02,3.97,1.1,0.3,42.5,28.1,1.96,0.9,0.6,1.3,2.3,,,,,,,,,0,,,0,,,P.J.,Tucker,0
5448,PJ Hairston,14-15,14.5,22,78,230,45,15.3,0.19,96.49,1385,6,1.5,1.1,0.1,1.1,4.32,1.1,0.2,15.4,11.7,1.64,0.7,0,0,0.4,,,,,,,,,0,,,0,,,PJ,Hairston,0
5449,Pablo Prigioni,14-15,14.5,38,75,185,67,17.9,0.113,96.05,2401,3.4,2.9,0.3,1.7,1.38,4.6,1,0.7,40.8,20.8,3.59,3.67,0.4,0,0.3,,,,,,,,,0,,,0,,,Pablo,Prigioni,0
5450,Patrick Beverley,14-15,14.5,26,73,210,56,30.8,0.161,97.19,3485,9.5,6.6,2.4,2.8,2.32,4.52,1.4,0.7,64.2,24.7,3.87,3.5,0.4,0,1.1,,,,,,,,,0,,,0,,,Patrick,Beverley,0
5451,Patrick Christopher,14-15,14.5,27,,,4,7.2,0.203,96.89,57,3,0.5,0.5,0,0.52,4.41,0.8,0,10.3,8.5,1.75,1.08,0.5,0,0.8,,,,,,,,,0,,,0,,,Patrick,Christopher,0
5452,Patrick Patterson,14-15,14.5,26,81,235,81,26.6,0.127,94.82,4266,6.6,1.6,0.7,0.5,1.8,4.06,0.9,0,45,23,1.35,0.39,1,0.2,2.3,Raptors,2015-02-23,2015-02-24,1,Knee_injury,2015-02-23,Raptors,placed on IL with left knee injury,0,knee,Leg,1,2015,2,Patrick,Patterson,0
5453,Patty Mills,14-15,14.5,26,72,185,51,15.7,0.208,98.39,1639,6.6,2,0.7,0.8,1.26,4.83,2.7,1,36.1,17.5,3.56,3.67,0.4,0.1,0.4,,,,,,,,,0,,,0,,,Patty,Mills,0
5454,Pau Gasol,14-15,14.5,34,84,250,78,34.4,0.242,95.1,5322,14.8,2.3,1.2,0.4,2.2,3.85,1.3,0,67.1,41.6,1.89,0.61,5.7,10.1,7.5,,,,,,,,,0,,,0,,,Pau,Gasol,0
5455,Paul George,14-15,14.5,25,81,220,6,15.2,0.319,94.5,178,8.2,1.7,0.7,0.3,1.04,4.1,3.2,1.2,24.3,15.7,2.81,1.78,1,0.8,1.2,,,,,,,,,0,,,0,,,Paul,George,0
5456,Paul Millsap,14-15,14.5,30,80,253,73,32.7,0.233,95.7,4771,12.7,6.3,2.7,1.9,2.24,4.12,1.5,0.1,63.1,41.7,2.12,1.05,3.5,5.2,5.3,,,,,,,,,0,,,0,,,Paul,Millsap,0
5457,Paul Pierce,14-15,14.5,37,79,235,73,26.2,0.195,96.86,3859,9,3.3,1.1,1.2,1.67,3.83,2.4,0.2,33.4,24.7,2.13,1.05,0.6,1.2,1.1,,,,,,,,,0,,,0,,,Paul,Pierce,0
5458,Pero Antic,14-15,14.5,32,83,260,63,16.5,0.167,98.11,2113,4.7,0.4,0.1,0.1,1.1,4.03,0.2,0,25.4,17.2,1.31,0.26,0.4,0.4,2.1,,,,,,,,,0,,,0,,,Pero,Antic,0
5459,Perry Jones III,14-15,14.5,23,83,235,43,14.7,0.152,97.91,1288,4.3,1.5,0.8,0.3,1.03,4.2,0.7,0.1,18.3,11.7,2.16,1.08,0.5,0.8,0.7,,,,,,,,,0,,,0,,,Perry,Jones III,0
5460,Phil Pressey,14-15,14.5,24,71,175,50,12,0.171,98.22,1223,3.5,4.5,1.1,2.2,0.89,4.45,1.3,0.6,29,11.1,4.94,4.99,0.3,0,0.3,,,,,,,,,0,,,0,,,Phil,Pressey,0
5461,Quincy Acy,14-15,14.5,24,79,240,68,18.9,0.151,93.87,2503,4.9,0.7,0.3,0.2,1.34,4.22,0.4,0.1,30.5,21.1,1.67,0.32,4.1,1.9,3,,,,,,,,,0,,,0,,,Quincy,Acy,0
5462,Quincy Miller,14-15,14.5,22,81,210,10,12,0.162,101.43,253,3.8,1,0.7,0.2,0.9,4.47,0.5,0.1,17.7,9.9,1.74,0.62,0.6,0.1,1.3,,,,,,,,,0,,,0,,,Quincy,Miller,0
5463,Quincy Pondexter,14-15,14.5,27,79,220,75,23.9,0.135,93.46,3493,6,1.9,0.9,0.5,1.68,4.23,0.9,0.4,27.8,20.1,2.26,1.34,0.6,0.2,1.4,,,,,,,,,0,,,0,,,Quincy,Pondexter,0
5464,Rajon Rondo,14-15,14.5,29,73,186,68,29.7,0.191,99.11,4157,9.5,9.8,3,4.1,2.09,4.23,2.8,0.4,79.9,27.7,4.5,4.02,1.7,0.4,1.9,,,,,,,,,0,,,0,,,Rajon,Rondo,0
5465,Ramon Sessions,14-15,14.5,29,75,190,64,18.6,0.187,94.82,2347,5.2,6.1,2.2,2.3,1.3,4.21,1.4,0.2,44.1,17.1,5.02,4.6,0.6,0,0.7,,,,,,,,,0,,,0,,,Ramon,Sessions,0
5466,Randy Foye,14-15,14.5,31,76,213,50,21.7,0.19,98.85,2236,8,3.5,1.3,1.2,1.49,4.12,2.5,1.5,31.3,18,4.13,3.53,0.2,0.1,0.2,,,,,,,,,0,,,0,,,Randy,Foye,0
5467,Rasual Butler,14-15,14.5,36,79,215,75,20.1,0.173,95.72,3002,6.9,1.2,0.7,0.2,1.43,4.29,1.6,0.4,24.4,18.8,1.92,0.88,0.8,0.3,0.7,,,,,,,,,0,,,0,,,Rasual,Butler,0
5468,Ray McCallum,14-15,14.5,24,75,190,68,21.1,0.175,97.94,2928,6.9,5.4,1.8,2.4,1.62,4.62,2.2,0.4,47.6,17.2,5.06,5.27,0.7,0,1.3,,,,,,,,,0,,,0,,,Ray,McCallum,0
5469,Raymond Felton,14-15,14.5,31,73,205,29,9.7,0.199,99.02,583,3.7,2.6,1.1,0.7,0.67,4.12,1.7,0.6,20.4,7.6,4.84,4.66,0.2,0,0.2,,,,,,,,,0,,,0,,,Raymond,Felton,0
5470,Reggie Bullock,14-15,14.5,24,79,205,36,9.4,0.111,96.39,675,1.9,0.3,0.1,0.1,0.68,4.35,0.3,0.1,10.1,6.5,1.58,0.68,0.1,0.1,0.3,Clippers,2014-12-03,2014-12-13,10,Sprained_ankle,2014-12-03,Clippers,placed on IL with sprained right ankle,0,ankle,Leg,1,2014,12,Reggie,Bullock,0
5471,Reggie Evans,14-15,14.5,35,80,245,47,16.3,0.128,93.85,1497,2.9,0.2,0.1,0.1,1.09,4.04,0.1,0,22.1,11.5,2,0.48,2.8,0.9,4.6,,,,,,,,,0,,,0,,,Reggie,Evans,0
5472,Reggie Jackson,14-15,14.5,25,75,208,77,29.5,0.244,94.65,4483,12.9,12.7,5.2,4.8,2,4.08,5.5,1.5,66.8,24.4,5.6,5.55,0.6,0.1,0.9,Thunder,2014-10-29,2014-11-03,5,Sprained_ankle,,,,0,,,0,,,Reggie,Jackson,0
5473,Reggie Williams,14-15,14.5,28,78,205,20,5.3,0.176,95.71,214,2,1.2,0.4,0.4,0.39,4.44,0.5,0.2,8.9,7.1,2.58,1.78,0,0,0.3,,,,,,,,,0,,,0,,,Reggie,Williams,0
5474,Richard Jefferson,14-15,14.5,35,79,234,74,16.8,0.15,98.79,2541,4.4,2.9,1.1,0.9,1.17,4.17,0.6,0.3,22.8,15.7,2.12,0.92,0.5,0.2,0.7,,,,,,,,,0,,,0,,,Richard,Jefferson,0
5475,Ricky Ledo,14-15,14.5,22,79,195,17,14.4,0.232,96.67,491,5.6,4.4,2,1.3,1.04,4.34,1.3,0.5,29.6,20.4,2.81,2.49,0.5,0.1,1.1,,,,,,,,,0,,,0,,,Ricky,Ledo,0
5476,Ricky Rubio,14-15,14.5,24,76,192,22,31.5,0.193,97.16,1405,10,8.1,1.6,4,2.19,4.19,4.7,0.7,83.7,24,5.79,5.88,0.5,0,0.8,,,,,,,,,0,,,0,,,Ricky,Rubio,0
5477,Robbie Hummel,14-15,14.5,26,81,219,45,16.5,0.12,95.87,1475,3.8,0.3,0.1,0.2,1.26,4.55,0.3,0,28.1,14.5,1.66,0.55,0.6,0.3,1.4,,,,,,,,,0,,,0,,,Robbie,Hummel,0
5478,Robert Covington,14-15,14.5,24,81,215,70,27.9,0.213,96.84,3946,10.8,4.8,1.9,1.4,1.96,4.22,1.5,0.8,45.1,32.6,2.07,0.94,0.6,0.1,1.6,,,,,,,,,0,,,0,,,Robert,Covington,0
5479,Robert Sacre,14-15,14.5,26,84,270,67,16.9,0.149,95.66,2257,4.6,0.1,0,0,1.12,3.96,0.6,0,23.2,13.5,1.96,0.38,1.8,3,2.8,,,,,,,,,0,,,0,,,Robert,Sacre,0
5480,Robin Lopez,14-15,14.5,27,84,255,59,27.8,0.153,94.94,3242,7.4,0.4,0.2,0.1,1.85,4.01,0.2,,27.3,17.9,1.45,0.4,5.1,1.4,7.5,,,,,,,,,0,,,0,,,Robin,Lopez,0
5481,Rodney Hood,14-15,14.5,22,80,215,50,21.3,0.192,92.31,2038,7.5,4.5,2.3,1.4,1.5,4.23,2.4,0.7,34,27.3,2.97,2.03,0.4,0,0.3,,,,,,,,,0,,,0,,,Rodney,Hood,0
5482,Rodney Stuckey,14-15,14.5,29,77,205,71,26.4,0.23,94.59,3694,10.6,5.6,3,1.2,1.79,4.08,4,0.5,48,30.6,3.92,3.32,0.7,0.7,1.1,,,,,,,,,0,,,0,,,Rodney,Stuckey,0
5483,Ronnie Price,14-15,14.5,32,74,190,43,22.8,0.132,96.12,1962,5.2,3.8,1,1.6,1.71,4.48,1.8,0.7,48,16.4,4.93,4.71,0.3,0,0.5,,,,,,,,,0,,,0,,,Ronnie,Price,0
