,PLAYER_NAME,SEASON,SEASON_NUM,AGE,PLAYER_HEIGHT_INCHES,PLAYER_WEIGHT,GP,MIN,USG_PCT,PACE,POSS,FGA_PG,DRIVES,DRIVE_FGA,DRIVE_PASSES,DIST_MILES,AVG_SPEED,PULL_UP_FGA,PULL_UP_FG3A,TOUCHES,FRONT_CT_TOUCHES,AVG_SEC_PER_TOUCH,AVG_DRIB_PER_TOUCH,ELBOW_TOUCHES,POST_TOUCHES,PAINT_TOUCHES,TEAM,INJURED ON,RETURNED,DAYS MISSED,INJURED_TYPE,Date,Team,Notes,Out Indefinitely,injury_type,body_part,Injured,year,month,first_name,last_name,lower body injury
5484,Ronny Turiaf,14-15,14.5,32,82,249,2,9.7,0,105.34,42,0,0,0,0,0.59,3.73,0,,6,3,2.05,0.5,0,0,0,,,,,,,,,0,,,0,,,Ronny,Turiaf,0
5485,Roy Hibbert,14-15,14.5,28,86,290,76,25.3,0.216,92.91,3718,9.3,0.3,0.2,0.1,1.66,3.94,0.8,0,37.2,23.7,1.9,0.5,2.7,7.6,6.8,,,,,,,,,0,,,0,,,Roy,Hibbert,0
5486,Rudy Gay,14-15,14.5,28,80,230,68,35.4,0.263,97.04,4872,16.4,8.3,4.7,1.3,2.4,4.07,6,0.9,61,42.6,3.1,2.02,2.1,4.4,2.5,,,,,,,,,0,,,0,,,Rudy,Gay,0
5487,Rudy Gobert,14-15,14.5,23,85,245,82,26.3,0.138,92.28,4142,5.2,0.5,0.2,0.1,1.85,4.22,0,0,49.3,30.3,1.53,0.37,6.5,0.9,8.5,,,,,,,,,0,,,0,,,Rudy,Gobert,0
5488,Russ Smith,14-15,14.5,24,72,165,12,5.4,0.251,104.02,141,2.1,2.6,0.8,0.8,0.42,4.57,0.4,0.2,12.1,4.5,5.39,5.59,0,0,0.1,,,,,,,,,0,,,0,,,Russ,Smith,0
5489,Russell Westbrook,14-15,14.5,26,75,200,67,34.4,0.368,99.23,4769,22,15,6.4,4.5,2.35,4.13,10.7,3.1,89.6,29.3,5.44,5.01,1,1.4,2.2,,,,,,,,,0,,,0,,,Russell,Westbrook,0
5490,Ryan Anderson,14-15,14.5,27,82,240,61,27.5,0.225,93.91,3284,12,2.2,1,0.6,1.82,3.98,2.8,0.6,41.8,27.6,1.79,0.65,1.8,2.7,2.9,,,,,,,,,0,,,0,,,Ryan,Anderson,0
5491,Ryan Hollins,14-15,14.5,30,84,240,46,9.6,0.131,98.05,898,1.8,0.3,0.2,0,0.66,4.14,0,,11,6.7,1.67,0.4,1.6,0.5,2.3,,,,,,,,,0,,,0,,,Ryan,Hollins,0
5492,Ryan Kelly,14-15,14.5,24,83,230,52,23.7,0.14,94.02,2415,5.9,2.2,1.1,0.5,1.6,4.05,1.5,0.1,31.3,21.7,1.9,0.73,0.8,0.9,0.6,,,,,,,,,0,,,0,,,Ryan,Kelly,0
5493,Samuel Dalembert,14-15,14.5,35,83,255,32,17,0.149,92.59,1044,4.1,0.2,0.1,0,1.14,4.04,0.3,,30.8,14.3,1.54,0.22,4.7,3.6,4.7,,,,,,,,,0,,,0,,,Samuel,Dalembert,0
5494,Sean Kilpatrick,14-15,14.5,25,76,210,4,17.9,0.15,99.34,148,5,0.8,0,0.3,1.21,4.04,0.5,0.3,14.5,11.5,1.69,1.21,0.5,0,0.3,,,,,,,,,0,,,0,,,Sean,Kilpatrick,0
5495,Sebastian Telfair,14-15,14.5,30,72,170,16,20.4,0.219,91.87,629,7.8,5.3,2.1,1.7,1.38,4.08,3.3,2.2,50,21.1,5.21,4.91,0.3,0.2,0.3,,,,,,,,,0,,,0,,,Sebastian,Telfair,0
5496,Serge Ibaka,14-15,14.5,25,82,245,64,33.1,0.19,96.34,4245,12.3,1.2,0.6,0.3,2.22,4.04,1,0.1,56.9,30,1.49,0.26,2.6,1.3,4.6,,,,,,,,,0,,,0,,,Serge,Ibaka,0
5497,Sergey Karasev,14-15,14.5,21,79,208,33,16.8,0.139,95.83,1108,4.1,1.6,0.4,0.5,1.21,4.33,0.5,0.1,19.6,14.4,1.96,1.09,0.5,0.1,1.4,,,,,,,,,0,,,0,,,Sergey,Karasev,0
5498,Seth Curry,14-15,14.5,24,74,185,2,3.9,0.167,98.46,16,1.5,0.5,0,0.5,0.29,4.62,0.5,0,10,3.5,4.23,3.75,0.5,0,0,,,,,,,,,0,,,0,,,Seth,Curry,0
5499,Shabazz Muhammad,14-15,14.5,22,78,227,38,22.8,0.239,97.73,1761,10.4,1.8,0.9,0.3,1.72,4.5,1.1,0,25.7,20.9,1.99,1.15,1.4,4.2,4.5,,,,,,,,,0,,,0,,,Shabazz,Muhammad,0
5500,Shabazz Napier,14-15,14.5,23,73,175,51,19.8,0.154,91.58,1935,4.5,4,0.7,1.9,1.39,4.2,1.8,0.7,44.7,19.6,4.59,4.33,0.4,0,0.5,,,,,,,,,0,,,0,,,Shabazz,Napier,0
5501,Shane Larkin,14-15,14.5,22,71,175,76,24.5,0.134,92.71,3595,5.7,5,1.5,2.3,1.76,4.31,1.9,0.5,54.8,25.5,4.1,4,0.6,0,0.4,,,,,,,,,0,,,0,,,Shane,Larkin,0
5502,Shannon Brown,14-15,14.5,29,75,215,5,17.8,0.14,92.2,170,3.8,1.4,0.6,0.4,1.31,4.39,0.8,0.4,18.4,14,2.64,2.03,0.2,0,0.8,,,,,,,,,0,,,0,,,Shannon,Brown,0
5503,Shaun Livingston,14-15,14.5,29,79,192,78,18.8,0.159,98.4,3020,5.1,3.3,1.2,1.2,1.38,4.33,2.2,0,45.3,19.7,3.96,3.41,0.8,2,1.8,,,,,,,,,0,,,0,,,Shaun,Livingston,0
5504,Shavlik Randolph,14-15,14.5,31,82,236,21,6,0.142,100.57,263,1.7,0.2,0.1,0,0.41,4.09,0.1,0,8.1,5,1.5,0.36,0.4,0.3,1.5,,,,,,,,,0,,,0,,,Shavlik,Randolph,0
5505,Shawn Marion,14-15,14.5,37,79,228,57,19.3,0.126,94.64,2163,4.7,0.9,0.5,0.3,1.32,4.12,0.5,0,25.4,16,1.65,0.67,0.9,0.8,2.8,,,,,,,,,0,,,0,,,Shawn,Marion,0
5506,Shawne Williams,14-15,14.5,29,82,230,63,17.2,0.149,91.65,2078,4.8,0.6,0.2,0.3,1.24,4.35,0.7,0.1,28.7,15,1.6,0.46,1.1,0.3,1,,,,,,,,,0,,,0,,,Shawne,Williams,0
5507,Shayne Whittington,14-15,14.5,24,83,250,20,5.4,0.243,95.19,215,2.1,0.5,0.2,0.2,0.4,4.44,0.1,0.1,9.9,5.4,1.55,0.32,0.9,0.9,1.4,,,,,,,,,0,,,0,,,Shayne,Whittington,0
5508,Shelvin Mack,14-15,14.5,25,75,207,55,15.1,0.19,95.59,1661,5.3,4.6,1.4,2.2,1.14,4.52,2,0.9,34.6,18.5,3.91,3.71,0.3,0.1,0.2,,,,,,,,,0,,,0,,,Shelvin,Mack,0
5509,Sim Bhullar,14-15,14.5,22,89,360,3,0.9,0.286,116.2,7,0.7,0,0,0,0.04,2.23,0,,2.7,2,1.52,0.5,0.3,1.7,0,,,,,,,,,0,,,0,,,Sim,Bhullar,0
5510,Solomon Hill,14-15,14.5,24,79,225,82,29,0.159,93.77,4648,7.7,5.1,2.2,1.7,2,4.14,1.3,0.3,41,29.8,2.61,1.57,0.5,0.8,1.6,,,,,,,,,0,,,0,,,Solomon,Hill,0
5511,Spencer Dinwiddie,14-15,14.5,22,78,200,34,13.4,0.208,94.31,895,5,4,1.8,1.1,0.94,4.19,2.4,1.2,32.5,11.3,5.99,5.65,0.1,0,0.1,,,,,,,,,0,,,0,,,Spencer,Dinwiddie,0
5512,Spencer Hawes,14-15,14.5,27,85,245,73,17.5,0.181,96.54,2557,5.7,1,0.5,0.2,1.2,4.13,0.6,0.1,31.2,18.2,1.51,0.4,1.5,1.1,1.7,,,,,,,,,0,,,0,,,Spencer,Hawes,0
5513,Stephen Curry,14-15,14.5,27,75,190,80,32.7,0.277,101.47,5534,16.8,7.7,3.2,2.1,2.4,4.34,7.8,4.5,81,32.9,4.16,3.75,0.9,0.1,1.6,,,,,,,,,0,,,0,,,Stephen,Curry,0
5514,Steve Blake,14-15,14.5,35,75,172,81,18.9,0.129,97.09,3098,4,3.3,0.5,1.6,1.39,4.44,1.5,0.8,40.6,14.4,5.2,5.42,0.1,0,0.1,,,,,,,,,0,,,0,,,Steve,Blake,0
5515,Steve Novak,14-15,14.5,32,82,225,35,5.6,0.129,100.43,419,1.6,0,0,0,0.4,4.29,0.2,0.1,8.3,5.3,1.43,0.28,0.1,0,0,,,,,,,,,0,,,0,,,Steve,Novak,0
5516,Steven Adams,14-15,14.5,21,84,255,70,25.3,0.142,95.86,3527,5.7,0,0,0,1.75,4.17,0,0,33.8,20.4,1.72,0.33,4.4,2.5,7.7,,,,,,,,,0,,,0,,,Steven,Adams,0
5517,T.J. Warren,14-15,14.5,21,80,215,40,15.4,0.173,97.86,1258,5.4,1.8,1.1,0.5,1.13,4.4,1,0.1,18.1,14.1,1.97,1.09,1.4,0.3,2,,,,,,,,,0,,,0,,,T.J.,Warren,0
5518,Taj Gibson,14-15,14.5,30,81,225,62,27.3,0.175,93.25,3279,8.2,0.4,0.2,0.1,1.81,3.98,0.4,,35.7,23.3,1.68,0.68,2.8,4.5,7.6,Bulls,2015-03-01,2015-03-20,19,Sore_ankle,2014-11-01,Bulls,placed on IL with sprained left ankle,0,ankle,Leg,1,2014,11,Taj,Gibson,0
5520,Taj Gibson,14-15,14.5,30,81,225,62,27.3,0.175,93.25,3279,8.2,0.4,0.2,0.1,1.81,3.98,0.4,,35.7,23.3,1.68,0.68,2.8,4.5,7.6,Bulls,2015-03-01,2015-03-20,19,Sore_ankle,2015-02-23,Bulls,placed on IL with illness,0,other,Others,1,2015,2,Taj,Gibson,0
5522,Taj Gibson,14-15,14.5,30,81,225,62,27.3,0.175,93.25,3279,8.2,0.4,0.2,0.1,1.81,3.98,0.4,,35.7,23.3,1.68,0.68,2.8,4.5,7.6,Bulls,2015-03-01,2015-03-20,19,Sore_ankle,2015-06-16,Bulls,surgery on left ankle (out for season),1,ankle,Leg,1,2015,6,Taj,Gibson,0
5533,Tarik Black,14-15,14.5,23,83,257,63,19,0.138,93.91,2343,4.3,0.5,0.3,0,1.33,4.21,0,0,27.1,12.6,1.75,0.35,2.5,0.9,5.3,,,,,,,,,0,,,0,,,Tarik,Black,0
5534,Tayshaun Prince,14-15,14.5,35,81,215,58,24.1,0.15,92.84,2697,6.9,1.9,1.1,0.4,1.65,4.12,1.8,0.1,36.9,24.2,2.24,0.99,0.9,1.3,1.6,,,,,,,,,0,,,0,,,Tayshaun,Prince,0
5535,Terrence Jones,14-15,14.5,23,81,255,33,27,0.184,98.46,1820,9.1,2,0.9,0.4,1.85,4.12,0.6,0.2,39.8,22,1.93,0.9,2.3,2.1,6.3,,,,,,,,,0,,,0,,,Terrence,Jones,0
5536,Terrence Ross,14-15,14.5,24,79,195,82,25.5,0.181,93.95,4099,9.2,2.3,1.4,0.4,1.84,4.34,2.8,0.7,25.7,18.7,2.16,1.45,0.3,0.1,0.7,,,,,,,,,0,,,0,,,Terrence,Ross,0
5537,Thabo Sefolosha,14-15,14.5,31,79,222,52,18.8,0.143,95.17,1912,4.8,2.3,0.7,0.9,1.34,4.3,0.4,0,30.5,20.6,2.1,1.16,0.8,0.1,2.1,,,,,,,,,0,,,0,,,Thabo,Sefolosha,0
5538,Thaddeus Young,14-15,14.5,27,80,221,76,32,0.212,95.47,4843,12.7,3.9,2.6,0.5,2.22,4.15,1.5,0.1,64.2,32.8,1.89,0.7,4.4,2.9,4.4,,,,,,,,,0,,,0,,,Thaddeus,Young,0
5539,Thomas Robinson,14-15,14.5,24,82,237,54,14.8,0.19,98.74,1644,4.8,1.3,0.7,0.2,1.06,4.32,0.5,0,27,13.5,1.83,0.68,1.6,0.8,3.5,,,,,,,,,0,,,0,,,Thomas,Robinson,0
5540,Tiago Splitter,14-15,14.5,30,83,245,52,19.8,0.181,95.88,2050,5.8,0.4,0.2,0.1,1.41,4.28,0,,34.4,21.5,1.59,0.47,3.5,3,7.4,,,,,,,,,0,,,0,,,Tiago,Splitter,0
5541,Tim Duncan,14-15,14.5,39,83,250,77,28.9,0.221,94.96,4409,10.6,0.6,0.3,0.1,1.85,3.83,1,0,57.9,37.6,1.8,0.54,6.4,6.5,8.9,,,,,,,,,0,,,0,,,Tim,Duncan,0
5542,Tim Frazier,14-15,14.5,24,73,170,11,21.8,0.17,98.71,495,5.5,8,1.7,3.2,1.65,4.57,1.8,0.5,55.1,19,4.77,4.59,0.5,0.1,0.8,,,,,,,,,0,,,0,,,Tim,Frazier,0
5543,Tim Hardaway Jr.,14-15,14.5,23,78,210,70,24,0.229,94.04,3301,10.2,3,1.5,0.7,1.68,4.21,2.5,0.8,45.5,32.7,2.46,1.61,1.1,0.2,0.6,,,,,,,,,0,,,0,,,Tim,Hardaway Jr.,0
5544,Timofey Mozgov,14-15,14.5,28,85,250,81,25.3,0.166,95.48,4063,7,0.1,0.1,0,1.84,4.38,0.1,0,35.4,18.1,1.54,0.31,2.9,2,8.2,,,,,,,,,0,,,0,,,Timofey,Mozgov,0
5545,Tobias Harris,14-15,14.5,22,81,235,68,34.8,0.222,94.58,4664,14,4.9,2.8,1.1,2.42,4.19,2.6,0.3,54.6,34.6,2.29,1.28,1.4,2.7,2.9,Magic,2015-03-18,2015-03-25,7,Sprained_ankle,2014-11-22,Magic,strained right calf (DTD),0,calf,Leg,1,2014,11,Tobias,Harris,0
5546,Tobias Harris,14-15,14.5,22,81,235,68,34.8,0.222,94.58,4664,14,4.9,2.8,1.1,2.42,4.19,2.6,0.3,54.6,34.6,2.29,1.28,1.4,2.7,2.9,Magic,2015-03-18,2015-03-25,7,Sprained_ankle,2015-01-10,Magic,sprained left ankle (DTD),0,ankle,Leg,1,2015,1,Tobias,Harris,0
5548,Tobias Harris,14-15,14.5,22,81,235,68,34.8,0.222,94.58,4664,14,4.9,2.8,1.1,2.42,4.19,2.6,0.3,54.6,34.6,2.29,1.28,1.4,2.7,2.9,Magic,2015-03-18,2015-03-25,7,Sprained_ankle,2015-02-09,Magic,sore right knee (DTD),0,knee,Leg,1,2015,2,Tobias,Harris,0
5555,Toney Douglas,14-15,14.5,29,74,195,12,14.7,0.18,91.21,335,4.3,2.8,0.8,1.2,1.14,4.66,1.9,0.8,22.9,11.2,4.34,4.29,0.3,0,0.5,,,,,,,,,0,,,0,,,Toney,Douglas,0
5556,Tony Allen,14-15,14.5,33,76,213,63,26.2,0.162,94.71,3237,7.2,2.8,1.2,0.9,1.84,4.24,0.3,0,29.7,20.3,2.16,1.27,1.1,0.1,4.3,,,,,,,,,0,,,0,,,Tony,Allen,0
5557,Tony Parker,14-15,14.5,33,74,185,68,28.7,0.242,95.08,3876,12.2,13.8,4.8,5.8,2.21,4.62,4.7,0.1,72.3,29.4,5.18,5.61,0.9,0.2,0.5,,,,,,,,,0,,,0,,,Tony,Parker,0
5558,Tony Snell,14-15,14.5,23,79,200,72,19.6,0.139,94.92,2789,5.2,2.1,1.1,0.6,1.39,4.27,0.7,0.3,21.9,16.3,2.26,1.47,0.3,0,0.5,,,,,,,,,0,,,0,,,Tony,Snell,0
5559,Tony Wroten,14-15,14.5,22,78,205,30,29.8,0.3,97.41,1814,14.5,12.2,5.4,3.3,2.13,4.28,2.3,1.8,77.5,40.1,3.88,3.38,0.5,0,1.2,,,,,,,,,0,,,0,,,Tony,Wroten,0
5560,Toure' Murry,14-15,14.5,25,77,195,5,3.6,0.25,97.99,37,1,0.8,0.2,0.6,0.28,4.62,0.4,,6.8,3.2,4.07,3.47,0.4,0,0.2,,,,,,,,,0,,,0,,,Toure',Murry,0
5561,Travis Wear,14-15,14.5,24,82,225,51,13.2,0.172,93.97,1316,4.1,0.5,0.2,0.1,0.97,4.46,1.3,0.1,22,16.6,2.06,0.73,1.9,0.5,1.1,,,,,,,,,0,,,0,,,Travis,Wear,0
5562,Trevor Ariza,14-15,14.5,29,80,215,82,35.7,0.163,97.31,5936,11.1,4.7,1.5,2,2.43,4.08,1.8,0.6,55.1,42.4,2.09,1.05,0.7,0.2,1.5,,,,,,,,,0,,,0,,,Trevor,Ariza,0
5563,Trevor Booker,14-15,14.5,27,80,230,79,19.8,0.177,92.54,3016,5.9,1.3,0.6,0.3,1.4,4.26,0.5,0.1,43.9,28.3,1.71,0.48,4.1,1.3,4,,,,,,,,,0,,,0,,,Trevor,Booker,0
5564,Trey Burke,14-15,14.5,22,73,185,76,30.1,0.232,92.48,4422,13.2,9.3,3.4,3.9,2.13,4.25,4.8,1.1,77.3,36.7,4.29,4.29,0.6,0,0.4,,,,,,,,,0,,,0,,,Trey,Burke,0
5565,Tristan Thompson,14-15,14.5,24,81,238,82,26.8,0.139,93.41,4253,6,0.6,0.4,0.1,1.91,4.28,0.3,,32.3,17,1.47,0.42,2.1,0.8,7.8,,,,,,,,,0,,,0,,,Tristan,Thompson,0
5566,Troy Daniels,14-15,14.5,23,76,205,47,8.5,0.203,97.23,806,3.5,0.4,0.2,0.1,0.66,4.61,0.9,0.6,12.3,9.7,2.35,1.66,0.4,0,0.2,,,,,,,,,0,,,0,,,Troy,Daniels,0
5567,Ty Lawson,14-15,14.5,27,71,195,75,35.5,0.203,98.2,5446,12.3,18.2,4.3,8.5,2.37,4.01,6,1.1,82.7,28.6,5.61,5.48,0.8,0.1,0.7,,,,,,,,,0,,,0,,,Ty,Lawson,0
5568,Tyler Ennis,14-15,14.5,20,75,175,33,12.5,0.199,97.42,835,4.4,3.4,1.7,1.1,0.95,4.55,1.6,0.5,28.7,10.6,5.01,4.82,0.2,0,0.6,,,,,,,,,0,,,0,,,Tyler,Ennis,0
5569,Tyler Hansbrough,14-15,14.5,29,81,250,74,14.3,0.104,93.74,2056,2.2,0.2,0.1,0,0.98,4.13,0,0,14.4,8.1,1.45,0.41,1.3,0.1,3.1,,,,,,,,,0,,,0,,,Tyler,Hansbrough,0
5570,Tyler Johnson,14-15,14.5,23,75,190,32,18.8,0.161,96.56,1210,5.2,3.5,1.4,1.3,1.37,4.37,1.1,0.2,30.6,17.3,3.07,2.71,0.4,0,1,,,,,,,,,0,,,0,,,Tyler,Johnson,0
5571,Tyler Zeller,14-15,14.5,25,84,253,82,21.1,0.195,98.01,3511,7.5,0.3,0.2,0,1.48,4.21,0.1,,32.6,21.5,1.62,0.51,3.2,1.8,6.1,,,,,,,,,0,,,0,,,Tyler,Zeller,0
5572,Tyreke Evans,14-15,14.5,25,78,220,79,34,0.255,92.71,5196,14.7,14.6,5.9,5.1,2.27,4.01,2.6,1,74.6,33.6,5.42,4.95,1.3,1.1,2,,,,,,,,,0,,,0,,,Tyreke,Evans,0
5573,Tyrus Thomas,14-15,14.5,28,82,225,2,3.3,0.125,103.12,15,0.5,0.5,0,0,0.2,3.68,0.5,,3.5,2.5,2.11,0.43,1,0,0,,,,,,,,,0,,,0,,,Tyrus,Thomas,0
5574,Tyson Chandler,14-15,14.5,32,85,240,75,30.5,0.126,97.1,4630,5.9,0.2,0.1,0,1.96,3.87,0,,38.3,22.4,1.29,0.16,5.5,0.3,9.6,Mavericks,2015-02-11,2015-02-19,8,Sprained_ankle,2014-12-28,Mavericks,placed on IL with back spasms,0,back,Back,1,2014,12,Tyson,Chandler,0
5575,Tyson Chandler,14-15,14.5,32,85,240,75,30.5,0.126,97.1,4630,5.9,0.2,0.1,0,1.96,3.87,0,,38.3,22.4,1.29,0.16,5.5,0.3,9.6,Mavericks,2015-02-11,2015-02-19,8,Sprained_ankle,2015-01-14,Mavericks,rest / sprained left ankle (DTD),0,ankle,Leg,1,2015,1,Tyson,Chandler,0
5577,Tyson Chandler,14-15,14.5,32,85,240,75,30.5,0.126,97.1,4630,5.9,0.2,0.1,0,1.96,3.87,0,,38.3,22.4,1.29,0.16,5.5,0.3,9.6,Mavericks,2015-02-11,2015-02-19,8,Sprained_ankle,2015-02-25,Mavericks,strained left hip (DTD),0,hip,Lower Body,1,2015,2,Tyson,Chandler,1
5579,Udonis Haslem,14-15,14.5,35,80,235,62,16,0.141,92.93,1927,3.9,0.3,0.1,0,1.05,3.91,0.2,0,25.8,15.1,1.55,0.4,2.8,0.3,3.6,,,,,,,,,0,,,0,,,Udonis,Haslem,0
5580,Vander Blue,14-15,14.5,22,76,200,2,36.9,0.202,98.97,152,15,13,4.5,6,2.61,4.24,3.5,1.5,59.5,30.5,4.37,3.86,1.5,0,1,,,,,,,,,0,,,0,,,Vander,Blue,0
5581,Victor Claver,14-15,14.5,26,81,224,10,7.6,0.145,96.97,153,2,0.4,0.2,0.2,0.54,4.26,0,0,11,6.2,1.47,0.34,0.4,0,0.9,,,,,,,,,0,,,0,,,Victor,Claver,0
5582,Victor Oladipo,14-15,14.5,23,76,210,72,35.7,0.249,95.2,5105,15.1,12.6,5.5,3.8,2.55,4.31,4.4,1,64.8,34.3,4.53,4.49,0.9,0.1,1.8,,,,,,,,,0,,,0,,,Victor,Oladipo,0
5583,Vince Carter,14-15,14.5,38,78,220,66,16.5,0.193,95.76,2187,6.2,1.9,0.9,0.5,1.11,4.03,1.7,0.6,25.6,19,2.09,0.96,0.5,0.4,0.7,,,,,,,,,0,,,0,,,Vince,Carter,0
5584,Wayne Ellington,14-15,14.5,27,76,200,65,25.8,0.182,95.71,3343,9.5,2.6,1.1,1,1.83,4.28,4.3,1.6,31,21.9,3.2,2.43,0.5,0,0.7,,,,,,,,,0,,,0,,,Wayne,Ellington,0
5585,Wesley Johnson,14-15,14.5,27,79,215,76,29.5,0.161,96.3,4499,9.1,1.2,0.5,0.3,1.99,4.05,2.9,0.6,33.9,25.7,1.9,0.81,0.9,0.5,1.6,,,,,,,,,0,,,0,,,Wesley,Johnson,0
5586,Wesley Matthews,14-15,14.5,28,77,220,60,33.7,0.193,97.19,4096,12.5,2.7,1.1,1,2.4,4.27,3.7,1.5,49.1,35.5,2.08,1.17,0.5,3.6,1.5,,,,,,,,,0,,,0,,,Wesley,Matthews,0
5587,Will Barton,14-15,14.5,24,78,175,58,17,0.197,98.06,2002,6.1,3.7,1.8,1.1,1.25,4.42,1.5,0.4,26.2,15.7,3.28,2.5,0.4,0.1,1,,,,,,,,,0,,,0,,,Will,Barton,0
5588,Will Bynum,14-15,14.5,32,72,185,7,9.5,0.261,95.01,135,4.4,3.9,0.9,1.6,0.64,4.06,2,0.4,23.9,9.1,6.02,6.17,0,0,0,,,,,,,,,0,,,0,,,Will,Bynum,0
5589,Will Cherry,14-15,14.5,24,,,8,8.7,0.165,95.42,137,2.4,1.4,0.5,0.6,0.62,4.32,0.4,0.1,18.3,8,4.2,3.93,0,0,0.1,,,,,,,,,0,,,0,,,Will,Cherry,0
5590,Willie Green,14-15,14.5,33,75,205,52,18.3,0.172,95.9,1905,5.9,2.4,1.3,0.8,1.27,4.17,2,0.6,25.3,14.7,3.57,3.38,0.3,0,0.4,,,,,,,,,0,,,0,,,Willie,Green,0
5591,Wilson Chandler,14-15,14.5,28,80,225,78,31.7,0.198,97.18,4992,12.5,5.3,3,1.3,2.19,4.16,2.1,0.5,46.6,31.4,2.41,1.35,1,0.9,2.6,,,,,,,,,0,,,0,,,Wilson,Chandler,0
5592,Xavier Henry,14-15,14.5,24,78,220,9,9.5,0.142,95.93,170,1.4,1.6,0.4,0.4,0.68,4.28,0.2,,9.2,7.3,2.75,1.68,0.2,0,0.4,,,,,,,,,0,,,0,,,Xavier,Henry,0
5593,Zach LaVine,14-15,14.5,20,77,183,77,24.7,0.218,96.43,3821,8.8,4.7,1.9,1.6,1.83,4.46,3.7,0.9,56.5,17.5,5.65,5.31,0.3,0,0.8,,,,,,,,,0,,,0,,,Zach,LaVine,0
5594,Zach Randolph,14-15,14.5,33,81,260,71,32.4,0.24,92.79,4474,13.1,1.2,0.8,0.1,2.12,3.93,1.5,0,53.5,34.8,2,0.77,2.7,12.7,8.2,,,,,,,,,0,,,0,,,Zach,Randolph,0
5595,Zaza Pachulia,14-15,14.5,31,83,270,73,23.7,0.186,95.64,3448,7.2,1.1,0.6,0.2,1.56,3.99,0.3,0,36.3,25.9,1.84,0.55,8.3,2.2,6.8,,,,,,,,,0,,,0,,,Zaza,Pachulia,0
5596,Zoran Dragic,14-15,14.5,26,77,200,16,4.7,0.208,100.5,157,1.9,0.5,0.2,0.1,0.34,4.3,0.1,0,6.5,4.9,2.73,2.11,0.3,0,0.5,,,,,,,,,0,,,0,,,Zoran,Dragic,0
5597,AJ Price,13-14,13.5,27,74,195,28,3.5,0.213,101.92,211,1.6,0.6,0.1,0.3,0.26,4.37,0.9,0.3,8.7,3.2,5.08,4.78,0,0,0,,,,,,,,,0,,,0,,,AJ,Price,0
5598,Aaron Brooks,13-14,13.5,29,72,161,72,21.6,0.201,99.82,3233,8.1,7.2,3,2.6,1.52,4.23,2.6,1.3,39.7,15,5.06,5.32,0.3,0,0.7,,,,,,,,,0,,,0,,,Aaron,Brooks,0
5599,Aaron Gray,13-14,13.5,29,84,270,37,9.6,0.122,97.52,718,1.6,0.1,0,0,0.68,4.23,0,0,14,7.4,1.65,0.4,1.6,0.4,2,,,,,,,,,0,,,0,,,Aaron,Gray,0
5600,Adonis Thomas,13-14,13.5,21,79,240,6,6.3,0.176,96.43,73,2.3,0.3,0.2,0.2,0.48,4.64,0.5,0,6.3,4.7,2.08,1.05,0,0.2,0,,,,,,,,,0,,,0,,,Adonis,Thomas,0
5601,Al Harrington,13-14,13.5,34,81,245,34,15,0.225,95.09,1012,6.1,2.7,1.4,0.7,1,4,0.5,0.1,24.9,15.1,1.47,0.58,0.7,0.6,1.2,,,,,,,,,0,,,0,,,Al,Harrington,0
5602,Al Horford,13-14,13.5,28,82,250,29,33,0.244,96.88,1939,14.5,1.5,0.7,0.3,2.24,4.08,0.8,0.1,63,40.6,1.75,0.49,6.7,7.1,7.7,,,,,,,,,0,,,0,,,Al,Horford,0
5603,Al Jefferson,13-14,13.5,29,82,289,73,35,0.293,93.39,4971,18.8,0.5,0.4,0.1,2.21,3.81,1.7,0,49.7,38.6,2.34,0.59,5.2,19.8,7.5,,,,,,,,,0,,,0,,,Al,Jefferson,0
5604,Al-Farouq Aminu,13-14,13.5,23,81,215,80,25.6,0.14,94.2,3997,6.2,2.2,0.9,0.6,1.88,4.43,0.4,0,31.5,21.4,2.11,1.03,1.4,0.5,3.1,,,,,,,,,0,,,0,,,Al-Farouq,Aminu,0
5605,Alan Anderson,13-14,13.5,31,78,220,78,22.7,0.156,93.12,3434,6.2,3,1.3,0.8,1.52,4.04,1.5,0.5,26.8,16.9,2.81,1.83,0.3,0.2,0.6,,,,,,,,,0,,,0,,,Alan,Anderson,0
5606,Alec Burks,13-14,13.5,22,78,211,78,28.1,0.232,93.68,4279,10.7,7.2,3.6,1.8,2.01,4.3,3.3,0.6,53.6,37.8,3.39,2.78,1.5,0.1,1.4,,,,,,,,,0,,,0,,,Alec,Burks,0
5607,Alex Len,13-14,13.5,21,85,255,42,8.6,0.134,100.1,759,1.9,0.1,0,0,0.62,4.35,0.1,,11.8,5.4,1.49,0.26,0.7,0.7,2.1,,,,,,,,,0,,,0,,,Alex,Len,0
5608,Alexey Shved,13-14,13.5,25,78,187,63,10.5,0.206,97.37,1349,3.8,3.2,1,1.3,0.76,4.35,1.2,0.7,16.3,9.8,3.75,3.27,0.2,0,0.4,,,,,,,,,0,,,0,,,Alexey,Shved,0
5609,Alexis Ajinca,13-14,13.5,26,86,248,56,17,0.163,93.64,1849,4.4,0.5,0.3,0.1,1.2,4.26,0.1,0,26.9,13,1.67,0.37,3.4,0.9,4.1,,,,,,,,,0,,,0,,,Alexis,Ajinca,0
