PLAYER_NAME,SEASON,SEASON_NUM,AGE,PLAYER_HEIGHT_INCHES,PLAYER_WEIGHT,GP,MIN,USG_PCT,PACE,POSS,FGA_PG,DRIVES,DRIVE_FGA,DRIVE_PASSES,DIST_MILES,AVG_SPEED,PULL_UP_FGA,PULL_UP_FG3A,TOUCHES,FRONT_CT_TOUCHES,AVG_SEC_PER_TOUCH,AVG_DRIB_PER_TOUCH,ELBOW_TOUCHES,POST_TOUCHES,PAINT_TOUCHES,TEAM,INJURED ON,RETURNED,DAYS MISSED,INJURED_TYPE,Date,Team,Notes,Out Indefinitely,injury_type,body_part,Injured,year,month,lower body injury,first_name,last_name,id,full_name,is_active
Bruce Brown,19-20,19.5,23.0,76.0,202.0,58,28.2,0.159,98.0,3339,7.7,8.5,3.1,4.1,2.16,4.29,0.5,0.1,55.9,22.5,4.53,4.12,0.6,0.1,2.2,Pistons,2020-03-04,2020-03-06,2.0,Sore_knee,2020-02-25,Pistons,sore left knee (DTD),0,knee,Leg,1,2020.0,2.0,0,Bruce,Brown,1628971,Bruce Brown,1
Bruce Brown,19-20,19.5,23.0,76.0,202.0,58,28.2,0.159,98.0,3339,7.7,8.5,3.1,4.1,2.16,4.29,0.5,0.1,55.9,22.5,4.53,4.12,0.6,0.1,2.2,Pistons,2020-03-04,2020-03-06,2.0,Sore_knee,2020-03-11,Pistons,sprained right ankle (out for season),1,ankle,Leg,1,2020.0,3.0,0,Bruce,Brown,1628971,Bruce Brown,1
Bruno Caboclo,19-20,19.5,24.0,81.0,218.0,30,8.1,0.17,108.49,550,3.0,0.6,0.3,0.2,0.63,4.49,0.3,0.1,12.7,7.4,1.55,0.63,0.9,0.2,1.6,Rockets,2020-07-31,2020-08-09,9.0,Sprained_ankle,2020-07-31,Rockets,placed on IL with sprained right ankle,0,ankle,Leg,1,2020.0,7.0,0,Bruno,Caboclo,203998,Bruno Caboclo,0
Bruno Fernando,19-20,19.5,21.0,81.0,240.0,56,12.7,0.147,103.78,1537,3.6,0.4,0.2,0.1,0.97,4.27,0.3,0.1,22.2,12.5,1.52,0.53,1.3,0.5,3.5,,,,,,,,,0,,,0,,,0,Bruno,Fernando,1628981,Bruno Fernando,1
Bryn Forbes,19-20,19.5,26.0,74.0,205.0,63,25.1,0.185,100.41,3307,9.2,2.8,1.2,1.2,1.94,4.35,3.0,1.4,28.0,21.8,2.16,1.33,0.1,0.0,0.2,,,,,,,,,0,,,0,,,0,Bryn,Forbes,1627854,Bryn Forbes,1
Buddy Hield,19-20,19.5,27.0,76.0,220.0,72,30.8,0.263,100.92,4676,16.1,5.3,2.2,2.5,2.47,4.46,7.6,4.3,54.9,31.4,3.27,2.69,0.4,0.0,1.2,,,,,,,,,0,,,0,,,0,Buddy,Hield,1627741,Buddy Hield,1
CJ McCollum,19-20,19.5,28.0,75.0,190.0,70,36.5,0.257,101.47,5398,19.4,10.6,6.4,2.8,2.78,4.3,9.8,3.8,65.5,27.3,4.64,4.08,0.3,0.0,0.9,Blazers,2020-01-18,2020-01-26,8.0,Sprained_ankle,,,,0,,,0,,,0,CJ,McCollum,203468,CJ McCollum,1
CJ Miles,19-20,19.5,33.0,78.0,220.0,10,16.1,0.169,109.54,366,5.9,1.6,0.8,0.3,1.15,3.94,1.2,0.6,16.8,12.9,1.57,1.02,0.4,0.0,0.5,,,,,,,,,0,,,0,,,0,CJ,Miles,101139,CJ Miles,0
Caleb Martin,19-20,19.5,24.0,77.0,205.0,18,17.6,0.152,95.85,633,4.7,2.6,0.9,0.9,1.41,4.51,0.7,0.4,21.7,16.6,2.22,1.31,0.3,0.2,1.0,,,,,,,,,0,,,0,,,0,Caleb,Martin,1628997,Caleb Martin,1
Caleb Swanigan,19-20,19.5,23.0,81.0,260.0,27,10.7,0.132,104.23,624,1.7,0.1,0.1,0.0,0.83,4.36,0.1,0.0,14.9,8.2,1.87,0.68,1.2,0.6,2.0,,,,,,,,,0,,,0,,,0,Caleb,Swanigan,1628403,Caleb Swanigan,0
Cam Reddish,19-20,19.5,20.0,80.0,218.0,58,26.7,0.185,105.58,3398,9.6,5.0,2.6,1.4,2.11,4.38,2.4,0.8,30.9,18.5,2.82,2.12,0.3,0.0,0.8,Hawks,2020-03-02,2020-03-06,4.0,Sore_lower_back,2019-11-22,Hawks,placed on IL with sprained left wrist,0,wrist,Hand,1,2019.0,11.0,0,Cam,Reddish,1629629,Cam Reddish,1
Cam Reddish,19-20,19.5,20.0,80.0,218.0,58,26.7,0.185,105.58,3398,9.6,5.0,2.6,1.4,2.11,4.38,2.4,0.8,30.9,18.5,2.82,2.12,0.3,0.0,0.8,Hawks,2020-03-02,2020-03-06,4.0,Sore_lower_back,2020-02-02,Hawks,concussion (DTD),0,concussion,Head,1,2020.0,2.0,0,Cam,Reddish,1629629,Cam Reddish,1
Cam Reddish,19-20,19.5,20.0,80.0,218.0,58,26.7,0.185,105.58,3398,9.6,5.0,2.6,1.4,2.11,4.38,2.4,0.8,30.9,18.5,2.82,2.12,0.3,0.0,0.8,Hawks,2020-03-02,2020-03-06,4.0,Sore_lower_back,2020-03-02,Hawks,sore lower back (DTD),0,back,Back,1,2020.0,3.0,0,Cam,Reddish,1629629,Cam Reddish,1
Cameron Johnson,19-20,19.5,24.0,80.0,210.0,57,22.0,0.151,103.9,2710,7.1,1.3,0.5,0.6,1.73,4.4,0.6,0.2,25.5,16.7,1.51,0.7,0.6,0.0,1.2,,,,,,,,,0,,,0,,,0,Cameron,Johnson,1629661,Cameron Johnson,1
Cameron Payne,19-20,19.5,25.0,73.0,183.0,8,22.9,0.182,104.7,398,8.5,5.3,2.9,2.1,1.82,4.46,2.8,0.6,51.9,17.0,4.18,3.35,0.5,0.0,0.8,,,,,,,,,0,,,0,,,0,Cameron,Payne,1626166,Cameron Payne,1
Caris LeVert,19-20,19.5,25.0,78.0,205.0,45,29.6,0.284,102.65,2839,16.3,15.0,7.7,4.9,2.12,4.11,6.7,3.2,55.1,28.5,4.78,4.5,1.0,0.6,1.7,,,,,,,,,0,,,0,,,0,Caris,LeVert,1627747,Caris LeVert,1
Carmelo Anthony,19-20,19.5,36.0,80.0,238.0,58,32.8,0.214,100.55,3982,13.5,1.7,1.3,0.1,2.11,3.64,5.5,0.4,40.6,25.5,2.42,1.15,1.2,5.6,1.8,,,,,,,,,0,,,0,,,0,Carmelo,Anthony,2546,Carmelo Anthony,0
Carsen Edwards,19-20,19.5,22.0,71.0,200.0,37,9.5,0.171,105.1,765,3.5,1.3,0.6,0.5,0.72,4.36,1.5,0.9,13.5,6.9,2.84,2.38,0.0,0.0,0.1,,,,,,,,,0,,,0,,,0,Carsen,Edwards,1629035,Carsen Edwards,0
Cedi Osman,19-20,19.5,25.0,79.0,230.0,65,29.4,0.162,100.3,3996,9.4,5.3,2.3,2.2,2.17,4.16,1.9,1.0,40.2,28.6,2.66,1.67,0.5,0.2,1.1,,,,,,,,,0,,,0,,,0,Cedi,Osman,1626224,Cedi Osman,1
Chandler Hutchison,19-20,19.5,24.0,79.0,210.0,28,18.8,0.183,105.15,1151,6.3,5.6,2.6,1.9,1.5,4.45,0.3,0.0,25.1,14.0,2.38,1.58,0.8,0.0,1.5,,,,,,,,,0,,,0,,,0,Chandler,Hutchison,1628990,Chandler Hutchison,0
Chandler Parsons,19-20,19.5,31.0,81.0,230.0,5,10.8,0.15,112.87,126,3.6,1.0,0.2,0.6,0.79,4.08,0.2,0.2,17.0,12.4,1.71,0.7,0.0,0.0,0.4,,,,,,,,,0,,,0,,,0,Chandler,Parsons,202718,Chandler Parsons,0
Charlie Brown Jr.,19-20,19.5,23.0,78.0,199.0,10,4.0,0.231,104.41,87,1.9,0.8,0.5,0.1,0.28,4.46,0.2,0.1,5.3,3.7,1.74,1.13,0.0,0.0,0.3,,,,,,,,,0,,,0,,,0,Charlie,Brown Jr.,1629718,Charlie Brown Jr.,1
Chasson Randle,19-20,19.5,27.0,74.0,185.0,3,13.5,0.08,104.54,87,1.3,1.0,0.3,0.3,1.09,4.68,0.3,0.0,17.0,4.3,4.51,3.94,0.0,0.0,0.0,,,,,,,,,0,,,0,,,0,Chasson,Randle,1626184,Chasson Randle,1
Cheick Diallo,19-20,19.5,23.0,80.0,219.0,47,10.2,0.169,102.11,1014,3.0,0.4,0.3,0.1,0.75,4.25,0.1,0.0,18.4,9.5,1.65,0.43,1.3,0.7,2.7,,,,,,,,,0,,,0,,,0,Cheick,Diallo,1627767,Cheick Diallo,0
Chimezie Metu,19-20,19.5,23.0,81.0,225.0,18,5.8,0.218,103.04,229,2.3,0.3,0.2,0.0,0.43,4.28,0.4,0.0,10.4,6.2,1.77,0.68,0.9,0.4,1.7,,,,,,,,,0,,,0,,,0,Chimezie,Metu,1629002,Chimezie Metu,1
Chris Boucher,19-20,19.5,27.0,81.0,200.0,62,13.2,0.185,102.61,1750,4.8,0.5,0.3,0.1,0.97,4.09,0.1,0.1,20.0,11.3,1.63,0.49,1.1,0.3,2.9,,,,,,,,,0,,,0,,,0,Chris,Boucher,1628449,Chris Boucher,1
Chris Chiozza,19-20,19.5,24.0,71.0,175.0,28,14.3,0.175,105.29,884,5.0,5.2,1.4,3.2,1.09,4.25,1.7,1.1,34.0,12.1,4.55,4.26,0.1,0.0,0.4,,,,,,,,,0,,,0,,,0,Chris,Chiozza,1629185,Chris Chiozza,1
Chris Clemons,19-20,19.5,22.0,69.0,180.0,33,8.8,0.235,106.65,643,4.3,1.3,0.5,0.6,0.63,4.22,2.0,1.8,14.1,5.7,3.79,3.73,0.0,0.0,0.3,,,,,,,,,0,,,0,,,0,Chris,Clemons,1629598,Chris Clemons,0
Chris Paul,19-20,19.5,35.0,73.0,175.0,70,31.5,0.228,100.43,4624,12.7,12.8,4.9,6.7,2.1,3.73,9.4,3.4,71.5,28.1,5.17,4.52,0.2,0.5,0.5,,,,,,,,,0,,,0,,,0,Chris,Paul,101108,Chris Paul,1
Chris Silva,19-20,19.5,23.0,80.0,234.0,44,7.9,0.155,103.06,739,1.8,0.1,0.1,0.0,0.6,4.31,0.0,0.0,13.7,6.9,1.68,0.49,0.9,0.3,2.5,,,,,,,,,0,,,0,,,0,Chris,Silva,1629735,Chris Silva,0
Christian Wood,19-20,19.5,24.0,82.0,214.0,62,21.4,0.223,99.54,2753,8.2,2.3,1.3,0.4,1.6,4.15,0.6,0.3,37.8,21.6,1.9,0.72,1.9,1.1,4.6,Pistons,2019-12-20,2019-12-23,3.0,Knee_injury,2019-12-19,Pistons,left knee injury (DTD),0,knee,Leg,1,2019.0,12.0,0,Christian,Wood,1626174,Christian Wood,1
Christian Wood,19-20,19.5,24.0,82.0,214.0,62,21.4,0.223,99.54,2753,8.2,2.3,1.3,0.4,1.6,4.15,0.6,0.3,37.8,21.6,1.9,0.72,1.9,1.1,4.6,Pistons,2019-12-20,2019-12-23,3.0,Knee_injury,2020-03-14,Pistons,COVID-19 coronavirus (DTD),0,other,Others,1,2020.0,3.0,0,Christian,Wood,1626174,Christian Wood,1
Clint Capela,19-20,19.5,26.0,82.0,240.0,39,32.8,0.156,104.64,2784,9.9,0.2,0.1,0.1,2.41,4.15,0.1,,54.6,24.7,1.38,0.27,3.9,0.6,12.3,,,,,,,,,0,,,0,,,0,Clint,Capela,203991,Clint Capela,1
Coby White,19-20,19.5,20.0,76.0,195.0,65,25.8,0.235,102.51,3573,12.2,7.0,3.5,2.4,1.96,4.27,4.0,2.0,46.9,23.7,4.0,3.4,0.1,0.0,0.4,,,,,,,,,0,,,0,,,0,Coby,White,1629632,Coby White,1
Cody Martin,19-20,19.5,24.0,77.0,205.0,48,18.8,0.131,98.77,1853,4.3,3.6,1.2,1.8,1.53,4.56,0.5,0.2,26.9,16.9,2.57,1.76,0.5,0.1,1.2,,,,,,,,,0,,,0,,,0,Cody,Martin,1628998,Cody Martin,1
Cody Zeller,19-20,19.5,27.0,84.0,240.0,58,23.1,0.201,97.5,2725,8.3,2.9,1.5,0.8,1.79,4.36,0.3,0.1,47.7,26.6,1.63,0.63,3.3,0.9,6.3,,,,,,,,,0,,,0,,,0,Cody,Zeller,203469,Cody Zeller,1
Collin Sexton,19-20,19.5,21.0,73.0,190.0,65,33.0,0.264,100.37,4488,16.7,13.9,7.1,4.5,2.42,4.13,5.5,1.6,62.5,26.6,4.47,4.07,1.1,0.1,1.9,,,,,,,,,0,,,0,,,0,Collin,Sexton,1629012,Collin Sexton,1
Corey Brewer,19-20,19.5,34.0,81.0,188.0,5,6.5,0.085,111.34,74,0.8,0.6,0.0,0.6,0.52,4.46,0.2,0.0,8.0,4.4,1.72,1.1,0.0,0.0,0.4,,,,,,,,,0,,,0,,,0,Corey,Brewer,201147,Corey Brewer,0
Cory Joseph,19-20,19.5,28.0,75.0,200.0,72,24.4,0.127,99.76,3641,5.7,5.3,1.8,2.8,1.92,4.37,2.1,0.5,46.8,17.8,4.73,4.81,0.4,0.1,0.7,,,,,,,,,0,,,0,,,0,Cory,Joseph,202709,Cory Joseph,1
Courtney Lee,19-20,19.5,34.0,77.0,215.0,24,14.4,0.116,101.35,725,3.4,1.3,0.7,0.6,1.08,4.18,1.0,0.5,13.9,9.2,2.58,1.79,0.0,0.0,0.3,,,,,,,,,0,,,0,,,0,Courtney,Lee,201584,Courtney Lee,0
Cristiano Felicio,19-20,19.5,27.0,82.0,270.0,22,17.5,0.088,99.68,803,2.5,0.2,0.1,0.1,1.33,4.25,0.0,0.0,22.8,12.5,1.73,0.46,1.1,0.1,3.8,,,,,,,,,0,,,0,,,0,Cristiano,Felicio,1626245,Cristiano Felicio,0
D'Angelo Russell,19-20,19.5,24.0,76.0,193.0,45,32.3,0.305,104.75,3171,18.8,9.0,4.4,2.7,2.37,4.13,10.8,5.5,83.1,35.1,4.3,3.73,0.6,0.3,0.8,Warriors,2019-11-02,2019-11-08,6.0,Sprained_ankle,2019-11-02,Warriors,sprained right ankle (DTD),0,ankle,Leg,1,2019.0,11.0,0,D'Angelo,Russell,1626156,D'Angelo Russell,1
D'Angelo Russell,19-20,19.5,24.0,76.0,193.0,45,32.3,0.305,104.75,3171,18.8,9.0,4.4,2.7,2.37,4.13,10.8,5.5,83.1,35.1,4.3,3.73,0.6,0.3,0.8,Warriors,2019-11-02,2019-11-08,6.0,Sprained_ankle,2019-11-16,Warriors,sprained right thumb (DTD),0,thumb and thumb,Others,1,2019.0,11.0,0,D'Angelo,Russell,1626156,D'Angelo Russell,1
D'Angelo Russell,19-20,19.5,24.0,76.0,193.0,45,32.3,0.305,104.75,3171,18.8,9.0,4.4,2.7,2.37,4.13,10.8,5.5,83.1,35.1,4.3,3.73,0.6,0.3,0.8,Warriors,2019-11-02,2019-11-08,6.0,Sprained_ankle,2019-12-31,Warriors,right shoulder injury (DTD),0,shoulder,Upper Body,1,2019.0,12.0,0,D'Angelo,Russell,1626156,D'Angelo Russell,1
D'Angelo Russell,19-20,19.5,24.0,76.0,193.0,45,32.3,0.305,104.75,3171,18.8,9.0,4.4,2.7,2.37,4.13,10.8,5.5,83.1,35.1,4.3,3.73,0.6,0.3,0.8,Warriors,2019-11-02,2019-11-08,6.0,Sprained_ankle,2020-02-03,Warriors,bruised right quadriceps (DTD),0,quadricep,Leg,1,2020.0,2.0,0,D'Angelo,Russell,1626156,D'Angelo Russell,1
D.J. Augustin,19-20,19.5,32.0,71.0,183.0,57,24.9,0.184,99.57,2961,8.1,9.3,3.0,5.2,1.83,4.12,3.6,2.0,54.7,17.6,6.31,6.71,0.2,0.0,0.4,Magic,2020-01-15,2020-02-21,37.0,Knee_injury,,,,0,,,0,,,0,D.J.,Augustin,201571,D.J. Augustin,0
D.J. Wilson,19-20,19.5,24.0,82.0,231.0,37,9.8,0.175,107.13,812,3.6,0.6,0.3,0.2,0.74,4.36,0.6,0.3,17.4,9.6,1.86,0.71,0.7,0.2,1.0,Bucks,2020-03-06,2020-03-08,2.0,Sprained_ankle,2020-03-06,Bucks,sprained left ankle (DTD),0,ankle,Leg,1,2020.0,3.0,0,D.J.,Wilson,1628391,D.J. Wilson,1
DaQuan Jeffries,19-20,19.5,22.0,77.0,230.0,13,10.9,0.129,109.7,319,3.1,0.8,0.3,0.4,0.87,4.41,0.2,0.0,13.0,9.0,1.71,0.83,0.6,0.0,1.1,,,,,,,,,0,,,0,,,0,DaQuan,Jeffries,1629610,DaQuan Jeffries,1
Damian Jones,19-20,19.5,25.0,83.0,245.0,55,16.1,0.113,104.69,1929,3.2,0.2,0.1,0.1,1.23,4.28,0.0,0.0,19.6,10.9,1.44,0.33,1.2,0.1,4.4,,,,,,,,,0,,,0,,,0,Damian,Jones,1627745,Damian Jones,1
Damian Lillard,19-20,19.5,29.0,74.0,195.0,66,37.5,0.294,102.12,5267,20.4,15.2,7.3,5.4,2.68,4.01,10.1,7.5,84.8,24.7,6.19,5.69,0.3,0.1,0.7,,,,,,,,,0,,,0,,,0,Damian,Lillard,203081,Damian Lillard,1
Damion Lee,19-20,19.5,27.0,77.0,210.0,49,29.0,0.184,103.05,3055,10.4,5.5,2.1,2.4,2.39,4.61,2.8,0.7,48.0,30.4,2.34,1.7,0.8,0.1,1.2,,,,,,,,,0,,,0,,,0,Damion,Lee,1627814,Damion Lee,1
Damyean Dotson,19-20,19.5,26.0,77.0,210.0,48,17.4,0.158,101.48,1771,6.0,1.9,0.8,0.9,1.27,4.14,2.5,1.1,21.5,16.3,2.37,1.69,0.3,0.0,0.2,,,,,,,,,0,,,0,,,0,Damyean,Dotson,1628422,Damyean Dotson,0
Daniel Gafford,19-20,19.5,21.0,82.0,234.0,43,14.2,0.131,102.14,1294,3.1,0.2,0.1,0.0,1.09,4.32,0.0,,14.7,8.9,1.57,0.43,1.5,0.3,3.9,Bulls,2020-02-06,2020-02-20,14.0,Sprained_ankle,2019-12-14,Bulls,right hamstring injury (DTD),0,hamstring,Leg,1,2019.0,12.0,0,Daniel,Gafford,1629655,Daniel Gafford,1
Daniel Gafford,19-20,19.5,21.0,82.0,234.0,43,14.2,0.131,102.14,1294,3.1,0.2,0.1,0.0,1.09,4.32,0.0,,14.7,8.9,1.57,0.43,1.5,0.3,3.9,Bulls,2020-02-06,2020-02-20,14.0,Sprained_ankle,2020-01-17,Bulls,placed on IL with right thumb injury,0,thumb and thumb,Others,1,2020.0,1.0,0,Daniel,Gafford,1629655,Daniel Gafford,1
Daniel Gafford,19-20,19.5,21.0,82.0,234.0,43,14.2,0.131,102.14,1294,3.1,0.2,0.1,0.0,1.09,4.32,0.0,,14.7,8.9,1.57,0.43,1.5,0.3,3.9,Bulls,2020-02-06,2020-02-20,14.0,Sprained_ankle,2020-02-06,Bulls,placed on IL with sprained right ankle,0,ankle,Leg,1,2020.0,2.0,0,Daniel,Gafford,1629655,Daniel Gafford,1
Daniel Theis,19-20,19.5,28.0,80.0,245.0,65,24.1,0.144,100.04,3252,6.6,0.4,0.2,0.1,1.74,4.07,0.1,0.1,36.0,25.3,1.53,0.39,2.9,0.2,5.6,Celtics,2020-01-13,2020-01-15,2.0,Sore_knee,2019-10-26,Celtics,placed on IL with sprained left ankle,0,ankle,Leg,1,2019.0,10.0,0,Daniel,Theis,1628464,Daniel Theis,1
Daniel Theis,19-20,19.5,28.0,80.0,245.0,65,24.1,0.144,100.04,3252,6.6,0.4,0.2,0.1,1.74,4.07,0.1,0.1,36.0,25.3,1.53,0.39,2.9,0.2,5.6,Celtics,2020-01-13,2020-01-15,2.0,Sore_knee,2019-11-13,Celtics,placed on IL with finger injury,0,finger,Hand,1,2019.0,11.0,0,Daniel,Theis,1628464,Daniel Theis,1
Daniel Theis,19-20,19.5,28.0,80.0,245.0,65,24.1,0.144,100.04,3252,6.6,0.4,0.2,0.1,1.74,4.07,0.1,0.1,36.0,25.3,1.53,0.39,2.9,0.2,5.6,Celtics,2020-01-13,2020-01-15,2.0,Sore_knee,2019-11-25,Celtics,placed on IL with illness,0,other,Others,1,2019.0,11.0,0,Daniel,Theis,1628464,Daniel Theis,1
Daniel Theis,19-20,19.5,28.0,80.0,245.0,65,24.1,0.144,100.04,3252,6.6,0.4,0.2,0.1,1.74,4.07,0.1,0.1,36.0,25.3,1.53,0.39,2.9,0.2,5.6,Celtics,2020-01-13,2020-01-15,2.0,Sore_knee,2020-01-13,Celtics,placed on IL with sore right knee,0,knee,Leg,1,2020.0,1.0,0,Daniel,Theis,1628464,Daniel Theis,1
Daniel Theis,19-20,19.5,28.0,80.0,245.0,65,24.1,0.144,100.04,3252,6.6,0.4,0.2,0.1,1.74,4.07,0.1,0.1,36.0,25.3,1.53,0.39,2.9,0.2,5.6,Celtics,2020-01-13,2020-01-15,2.0,Sore_knee,2020-08-12,Celtics,placed on IL with sore right foot,0,foot,Foot,1,2020.0,8.0,0,Daniel,Theis,1628464,Daniel Theis,1
Danilo Gallinari,19-20,19.5,31.0,82.0,233.0,62,29.6,0.242,99.2,3796,13.2,3.8,1.8,1.0,2.07,3.9,3.6,1.4,52.1,34.7,2.37,1.1,0.9,3.2,1.5,Thunder,2020-02-28,2020-03-02,3.0,Sore_ankle,2019-12-09,Thunder,placed on IL with sprained right ankle,0,ankle,Leg,1,2019.0,12.0,0,Danilo,Gallinari,201568,Danilo Gallinari,1
Danilo Gallinari,19-20,19.5,31.0,82.0,233.0,62,29.6,0.242,99.2,3796,13.2,3.8,1.8,1.0,2.07,3.9,3.6,1.4,52.1,34.7,2.37,1.1,0.9,3.2,1.5,Thunder,2020-02-28,2020-03-02,3.0,Sore_ankle,2020-01-07,Thunder,placed on IL with right calf injury,0,calf,Leg,1,2020.0,1.0,0,Danilo,Gallinari,201568,Danilo Gallinari,1
Danilo Gallinari,19-20,19.5,31.0,82.0,233.0,62,29.6,0.242,99.2,3796,13.2,3.8,1.8,1.0,2.07,3.9,3.6,1.4,52.1,34.7,2.37,1.1,0.9,3.2,1.5,Thunder,2020-02-28,2020-03-02,3.0,Sore_ankle,2020-01-25,Thunder,placed on IL with left thumb injury,0,thumb and thumb,Others,1,2020.0,1.0,0,Danilo,Gallinari,201568,Danilo Gallinari,1
Danny Green,19-20,19.5,33.0,78.0,215.0,68,24.8,0.135,102.7,3620,7.0,1.6,0.8,0.6,1.99,4.52,1.4,0.8,37.6,20.8,1.62,0.74,0.5,0.0,1.1,,,,,,,,,0,,,0,,,0,Danny,Green,201980,Danny Green,1
Dante Exum,19-20,19.5,24.0,77.0,214.0,35,13.9,0.145,101.12,1014,3.4,3.7,1.4,1.4,1.08,4.36,0.4,0.3,19.3,9.6,3.6,2.85,0.2,0.0,0.5,,,,,,,,,0,,,0,,,0,Dante,Exum,203957,Dante Exum,0
Danuel House Jr.,19-20,19.5,27.0,78.0,220.0,63,30.4,0.135,104.7,4166,8.6,2.8,1.0,1.3,2.28,4.23,1.3,1.0,32.2,18.7,1.62,0.83,0.7,0.0,1.4,,,,,,,,,0,,,0,,,0,Danuel,House Jr.,1627863,Danuel House Jr.,1
Dario Saric,19-20,19.5,26.0,82.0,225.0,66,24.7,0.174,102.6,3476,8.2,2.0,1.0,0.7,1.89,4.34,0.5,0.1,46.0,25.7,1.5,0.5,2.5,1.5,4.1,Suns,2020-02-02,2020-02-21,19.0,Sprained_ankle,2020-02-01,Suns,sprained left ankle (DTD),0,ankle,Leg,1,2020.0,2.0,0,Dario,Saric,203967,Dario Saric,1
Darius Bazley,19-20,19.5,20.0,80.0,208.0,61,18.5,0.146,101.87,2396,5.2,2.8,1.5,0.7,1.36,4.19,0.5,0.2,22.9,11.6,2.01,1.07,0.4,0.0,0.8,,,,,,,,,0,,,0,,,0,Darius,Bazley,1629647,Darius Bazley,1
Darius Garland,19-20,19.5,20.0,73.0,192.0,59,30.9,0.201,100.37,3830,11.8,11.0,4.3,5.0,2.3,4.18,5.3,2.4,59.7,22.7,4.87,4.57,0.3,0.1,0.5,,,,,,,,,0,,,0,,,0,Darius,Garland,1629636,Darius Garland,1
Daryl Macon,19-20,19.5,24.0,74.0,185.0,4,3.5,0.167,100.43,28,0.8,0.3,0.0,0.3,0.25,4.26,0.3,0.0,5.0,3.0,4.05,3.5,0.0,0.0,0.0,,,,,,,,,0,,,0,,,0,Daryl,Macon,1629133,Daryl Macon,0
David Nwaba,19-20,19.5,27.0,77.0,219.0,20,13.4,0.139,104.69,582,3.6,1.3,0.8,0.5,0.98,4.33,0.1,0.0,10.8,5.9,2.3,1.53,0.2,0.1,0.6,,,,,,,,,0,,,0,,,0,David,Nwaba,1628021,David Nwaba,1
Davis Bertans,19-20,19.5,27.0,82.0,225.0,54,29.3,0.183,105.96,3493,11.3,1.9,0.9,0.7,2.19,4.3,1.9,1.3,39.0,23.7,1.63,0.8,0.4,0.1,1.2,Wizards,2020-02-24,2020-02-26,2.0,Sore_knee,2019-12-22,Wizards,strained right quadriceps (DTD),0,quadricep,Leg,1,2019.0,12.0,0,Davis,Bertans,202722,Davis Bertans,1
Davis Bertans,19-20,19.5,27.0,82.0,225.0,54,29.3,0.183,105.96,3493,11.3,1.9,0.9,0.7,2.19,4.3,1.9,1.3,39.0,23.7,1.63,0.8,0.4,0.1,1.2,Wizards,2020-02-24,2020-02-26,2.0,Sore_knee,2020-02-24,Wizards,placed on IL with sore right knee,0,knee,Leg,1,2020.0,2.0,0,Davis,Bertans,202722,Davis Bertans,1
De'Aaron Fox,19-20,19.5,22.0,75.0,185.0,51,32.0,0.29,102.19,3487,16.0,18.3,8.0,6.1,2.43,4.23,5.5,2.0,80.6,25.8,5.26,4.89,0.4,0.1,0.9,Kings,2019-11-12,2019-12-17,35.0,Sprained_ankle,2019-11-11,Kings,sprained left ankle (DTD),0,ankle,Leg,1,2019.0,11.0,0,De'Aaron,Fox,1628368,De'Aaron Fox,1
De'Aaron Fox,19-20,19.5,22.0,75.0,185.0,51,32.0,0.29,102.19,3487,16.0,18.3,8.0,6.1,2.43,4.23,5.5,2.0,80.6,25.8,5.26,4.89,0.4,0.1,0.9,Kings,2019-11-12,2019-12-17,35.0,Sprained_ankle,2019-12-27,Kings,back spasms (DTD),0,back,Back,1,2019.0,12.0,0,De'Aaron,Fox,1628368,De'Aaron Fox,1
De'Aaron Fox,19-20,19.5,22.0,75.0,185.0,51,32.0,0.29,102.19,3487,16.0,18.3,8.0,6.1,2.43,4.23,5.5,2.0,80.6,25.8,5.26,4.89,0.4,0.1,0.9,Kings,2019-11-12,2019-12-17,35.0,Sprained_ankle,2020-02-27,Kings,placed on IL with abdominal injury,0,abdominal,Upper Body,1,2020.0,2.0,0,De'Aaron,Fox,1628368,De'Aaron Fox,1
De'Aaron Fox,19-20,19.5,22.0,75.0,185.0,51,32.0,0.29,102.19,3487,16.0,18.3,8.0,6.1,2.43,4.23,5.5,2.0,80.6,25.8,5.26,4.89,0.4,0.1,0.9,Kings,2019-11-12,2019-12-17,35.0,Sprained_ankle,2020-08-10,Kings,placed on IL with sore left shoulder (out for season),1,shoulder,Upper Body,1,2020.0,8.0,0,De'Aaron,Fox,1628368,De'Aaron Fox,1
De'Andre Hunter,19-20,19.5,22.0,79.0,225.0,63,32.0,0.173,103.96,4362,10.8,6.2,3.0,2.0,2.46,4.29,2.5,0.7,37.7,24.9,2.29,1.51,0.5,0.3,1.2,Hawks,2020-02-03,2020-02-05,2.0,Sprained_ankle,2019-12-04,Hawks,placed on IL with right index finger injury,0,finger,Hand,1,2019.0,12.0,0,De'Andre,Hunter,1629631,De'Andre Hunter,1
De'Andre Hunter,19-20,19.5,22.0,79.0,225.0,63,32.0,0.173,103.96,4362,10.8,6.2,3.0,2.0,2.46,4.29,2.5,0.7,37.7,24.9,2.29,1.51,0.5,0.3,1.2,Hawks,2020-02-03,2020-02-05,2.0,Sprained_ankle,2020-02-01,Hawks,sprained left ankle (DTD),0,ankle,Leg,1,2020.0,2.0,0,De'Andre,Hunter,1629631,De'Andre Hunter,1
